train_speed_kmh,distance_to_obstacle_km,environmental_condition,weather_alert,signal_quality_percent,severity_score,obstruction_type,alternative_route_available,communication_latency_ms,axle_balance,ahead_section_status,known_train_schedule,distance_from_station_km,sensor_type,time_to_obstacle_min,braking_distance_required_km,effective_distance_km,safe_stopping_possible,rule_label,label,label_noised
185.2,16.07,rain,False,55.8,4,signal_cable_theft,False,1467,,CLEAR,True,13.25,track_circuit,5.21,8.918,15.995,True,reduce_speed,reduce_speed,False
118.9,19.99,clear,False,51.4,7,signal_cable_theft,False,1032,,CLEAR,True,3.86,vibration,10.09,2.827,19.956,True,reduce_speed,reduce_speed,False
98.4,12.59,clear,False,85.0,2,cattle_crossing,True,486,,CLEAR,False,6.53,accelerometer,7.68,1.937,12.577,True,proceed_with_caution,proceed_with_caution,False
124.3,10.04,fog,False,67.6,8,unknown_obstruction,False,92,0.9921,CLEAR,True,1.1,axle_counter,4.85,3.399,10.037,True,reduce_speed,reduce_speed,False
75.2,18.37,fog,False,84.6,3,cattle_crossing,False,57,,CLEAR,True,15.05,axle_counter,14.66,1.244,18.369,True,proceed_with_caution,proceed_with_caution,False
142.0,16.65,flood,True,55.2,8,stranded_vehicle,False,487,1.0562,CLEAR,True,7.68,track_circuit,7.04,6.856,16.631,True,reduce_speed,reduce_speed,False
164.4,2.38,clear,False,90.9,6,signal_cable_theft,False,1648,0.9935,CLEAR,True,17.97,axle_counter,0.87,5.405,2.305,False,emergency_stop,emergency_stop,False
68.8,6.19,clear,False,60.0,2,cattle_crossing,False,954,0.8898,CLEAR,True,15.93,track_circuit,5.4,0.947,6.172,True,proceed_with_caution,proceed_with_caution,False
94.3,5.36,rain,False,59.2,9,boulder,True,931,1.048,CLEAR,True,9.65,track_circuit,3.41,2.312,5.336,True,emergency_stop,emergency_stop,False
179.5,17.13,clear,False,64.2,4,water_logging,False,828,1.0238,CLEAR,False,1.03,accelerometer,5.73,6.444,17.089,True,reduce_speed,reduce_speed,False
123.4,4.82,clear,False,71.4,8,fallen_tree,True,549,1.009,CLEAR,True,8.34,axle_counter,2.34,3.046,4.801,True,reduce_speed,reduce_speed,False
127.4,6.22,rain,False,92.6,4,environmental_false_positive,False,1444,0.9295,CLEAR,True,8.46,axle_counter,2.93,4.22,6.169,True,proceed_with_caution,proceed_with_caution,False
157.0,10.47,clear,False,62.0,7,stranded_vehicle,True,74,,OCCUPIED,True,8.65,track_circuit,4.0,4.93,10.467,True,reroute,reroute,False
134.6,1.71,fog,False,95.1,4,environmental_false_positive,False,1243,0.9571,CLEAR,True,23.86,vibration,0.76,3.986,1.664,False,emergency_stop,emergency_stop,False
55.8,19.23,clear,False,57.6,6,water_logging,False,1877,0.965,CLEAR,True,4.53,track_circuit,20.68,0.623,19.201,True,reduce_speed,reduce_speed,False
169.6,9.92,heavy_rain,True,52.7,4,sensor_miscount,False,1767,0.9706,OCCUPIED,False,7.12,axle_counter,3.51,9.205,9.837,True,reduce_speed,reduce_speed,False
188.0,3.97,fog,False,50.7,8,boulder,True,770,0.9291,OCCUPIED,True,20.89,vibration,1.27,7.776,3.93,False,reroute,reroute,False
53.3,5.56,clear,False,31.5,9,unknown_obstruction,True,1717,1.1291,CLEAR,True,23.17,axle_counter,6.26,0.568,5.535,True,reduce_speed,reduce_speed,False
63.8,16.0,heavy_rain,True,89.4,1,cattle_crossing,True,513,1.0901,OCCUPIED,True,11.97,accelerometer,15.05,1.303,15.991,True,reduce_speed,reduce_speed,False
153.8,12.75,heavy_rain,False,35.5,7,fallen_tree,False,520,1.0166,CLEAR,True,13.73,track_circuit,4.97,7.569,12.728,True,reduce_speed,reduce_speed,False
138.7,9.4,clear,False,53.4,4,fallen_tree,True,720,,CLEAR,True,1.8,vibration,4.07,3.848,9.372,True,reduce_speed,reduce_speed,False
104.3,6.77,clear,False,47.5,5,fallen_tree,False,84,1.1096,CLEAR,True,20.3,accelerometer,3.89,2.176,6.768,True,reduce_speed,reduce_speed,False
128.6,18.03,fog,False,82.1,7,stranded_vehicle,True,568,1.0974,OCCUPIED,True,15.07,axle_counter,8.41,3.638,18.01,True,reduce_speed,reduce_speed,False
154.0,15.5,clear,False,95.3,5,sensor_miscount,False,1717,0.9556,OCCUPIED,True,12.24,vibration,6.04,4.743,15.427,True,reduce_speed,reduce_speed,False
123.2,14.42,clear,True,87.2,9,equipment_failure_ahead,False,1537,1.0149,CLEAR,False,7.91,track_circuit,7.02,3.036,14.367,True,emergency_stop,emergency_stop,False
66.7,9.03,clear,False,52.4,5,signal_cable_theft,False,692,0.9891,CLEAR,False,11.37,vibration,8.12,0.89,9.017,True,reduce_speed,reduce_speed,False
58.9,19.63,heavy_rain,True,61.9,3,cattle_crossing,False,659,0.9838,CLEAR,True,18.52,accelerometer,20.0,1.11,19.619,True,reduce_speed,reduce_speed,False
113.0,14.26,fog,False,47.3,3,water_logging,False,727,0.9901,CLEAR,False,2.48,vibration,7.57,2.809,14.237,True,reduce_speed,reduce_speed,False
188.0,8.59,fog,False,94.7,3,environmental_false_positive,False,282,0.9949,CLEAR,True,12.92,accelerometer,2.74,7.776,8.575,True,proceed_with_caution,proceed_with_caution,False
131.5,19.22,heavy_rain,True,38.3,2,environmental_false_positive,True,359,,CLEAR,False,1.35,axle_counter,8.77,5.534,19.207,True,reduce_speed,reduce_speed,False
100.5,17.94,rain,True,96.6,8,fallen_tree,False,1986,1.013,CLEAR,True,19.42,axle_counter,10.71,2.626,17.885,True,reduce_speed,reduce_speed,False
185.8,14.85,rain,False,87.0,9,equipment_failure_ahead,False,1402,1.0863,OCCUPIED,True,5.67,track_circuit,4.8,8.976,14.778,True,emergency_stop,emergency_stop,False
105.2,15.39,clear,False,79.8,4,water_logging,True,1371,,CLEAR,True,22.63,vibration,8.78,2.213,15.35,True,reduce_speed,reduce_speed,False
123.9,8.59,clear,False,84.2,1,environmental_false_positive,True,596,,CLEAR,True,12.16,accelerometer,4.16,3.07,8.569,True,proceed_with_caution,proceed_with_caution,False
63.1,10.25,fog,True,53.8,6,equipment_failure_ahead,False,1719,0.9355,CLEAR,False,11.7,axle_counter,9.75,0.876,10.22,True,reduce_speed,reduce_speed,False
159.3,3.99,rain,True,50.7,2,sensor_miscount,False,394,,CLEAR,True,9.33,track_circuit,1.5,6.598,3.973,False,emergency_stop,emergency_stop,False
153.5,11.99,rain,True,56.7,6,boulder,False,1939,1.0626,OCCUPIED,False,13.15,axle_counter,4.69,6.126,11.907,True,reduce_speed,reduce_speed,False
168.1,7.52,fog,False,42.7,8,broken_rail,True,1032,1.0341,CLEAR,True,8.78,vibration,2.68,6.217,7.472,True,reroute,reroute,False
95.4,7.08,rain,True,82.2,6,boulder,False,695,,CLEAR,True,9.32,accelerometer,4.45,2.366,7.062,True,reduce_speed,reduce_speed,False
112.6,18.97,rain,False,63.3,1,environmental_false_positive,True,1514,1.0171,CLEAR,True,5.29,track_circuit,10.11,3.296,18.923,True,proceed_with_caution,proceed_with_caution,False
71.1,3.46,rain,False,92.0,4,fallen_tree,True,863,1.0991,CLEAR,True,8.96,track_circuit,2.92,1.314,3.443,True,reduce_speed,reduce_speed,False
194.5,16.63,clear,False,91.5,3,sensor_miscount,False,575,,CLEAR,True,20.39,axle_counter,5.13,7.566,16.599,True,proceed_with_caution,proceed_with_caution,False
58.3,5.77,clear,False,40.9,7,unknown_obstruction,True,1383,,OCCUPIED,True,6.52,track_circuit,5.94,0.68,5.748,True,reduce_speed,reduce_speed,False
145.6,0.77,clear,False,45.3,8,track_buckling,True,1458,1.0579,CLEAR,False,20.62,accelerometer,0.32,4.24,0.711,False,reroute,reroute,False
154.3,1.0,clear,False,58.7,7,water_logging,True,1226,,CLEAR,True,21.6,axle_counter,0.39,4.762,0.947,False,reroute,reroute,False
69.4,8.7,clear,False,38.3,5,signal_cable_theft,True,951,,CLEAR,True,16.83,axle_counter,7.52,0.963,8.682,True,reduce_speed,reduce_speed,False
101.6,9.2,heavy_rain,True,78.3,5,water_logging,True,691,1.1244,CLEAR,True,1.25,track_circuit,5.43,3.303,9.18,True,reduce_speed,reduce_speed,False
51.7,6.54,clear,False,81.6,7,boulder,True,837,,CLEAR,True,14.25,axle_counter,7.59,0.535,6.528,True,reduce_speed,reduce_speed,False
131.3,13.44,clear,False,80.5,8,landslide_debris,False,1755,1.0658,CLEAR,False,20.91,accelerometer,6.14,3.448,13.376,True,reduce_speed,reduce_speed,False
199.2,9.81,clear,False,62.9,5,water_logging,False,751,,OCCUPIED,True,9.46,axle_counter,2.95,7.936,9.768,True,reduce_speed,reduce_speed,False
111.6,1.67,clear,False,89.0,5,signal_cable_theft,True,1936,,CLEAR,True,7.43,track_circuit,0.9,2.491,1.61,False,reroute,reroute,False
198.5,7.09,fog,False,72.4,1,cattle_crossing,False,334,0.9949,OCCUPIED,True,8.37,track_circuit,2.14,8.668,7.072,False,emergency_stop,emergency_stop,False
64.6,2.22,rain,False,99.6,8,boulder,False,367,,CLEAR,True,10.87,accelerometer,2.06,1.085,2.213,True,reduce_speed,reduce_speed,False
105.8,1.45,heavy_rain,True,87.1,6,water_logging,True,698,1.0376,CLEAR,True,2.22,accelerometer,0.82,3.582,1.429,False,reroute,reroute,False
184.8,4.32,fog,False,80.6,5,stranded_vehicle,True,55,0.8292,CLEAR,True,6.32,track_circuit,1.4,7.513,4.317,False,reroute,reroute,False
180.9,14.07,clear,False,38.6,8,fallen_tree,True,1765,1.0372,CLEAR,False,16.35,axle_counter,4.67,6.545,13.981,True,reduce_speed,reduce_speed,False
95.2,13.98,heavy_rain,False,88.3,2,sensor_miscount,False,714,0.9895,CLEAR,True,12.08,track_circuit,8.81,2.9,13.961,True,proceed_with_caution,proceed_with_caution,False
150.2,17.26,clear,False,51.4,4,fallen_tree,False,249,,CLEAR,True,6.56,axle_counter,6.89,4.512,17.25,True,reduce_speed,reduce_speed,False
182.4,15.18,clear,False,59.3,3,cattle_crossing,True,1256,1.1144,CLEAR,True,23.31,track_circuit,4.99,6.654,15.116,True,reduce_speed,reduce_speed,False
163.9,10.8,clear,False,62.4,8,unknown_obstruction,True,1919,0.9815,CLEAR,True,7.74,vibration,3.95,5.373,10.713,True,reduce_speed,reduce_speed,False
142.4,6.39,fog,False,53.2,2,cattle_crossing,True,1988,0.903,OCCUPIED,False,3.67,accelerometer,2.69,4.461,6.311,True,reduce_speed,reduce_speed,False
68.6,0.32,rain,True,37.6,9,broken_rail,False,259,1.0274,CLEAR,False,5.38,track_circuit,0.28,1.224,0.315,False,emergency_stop,emergency_stop,False
56.3,13.01,clear,False,44.0,7,landslide_debris,True,1596,1.0229,CLEAR,True,7.77,axle_counter,13.87,0.634,12.985,True,reroute,reroute,False
140.3,5.94,rain,False,86.2,8,boulder,False,756,0.9896,CLEAR,True,13.3,track_circuit,2.54,5.118,5.911,True,reduce_speed,reduce_speed,False
122.5,5.15,clear,False,75.7,7,boulder,False,1681,,OCCUPIED,True,2.12,track_circuit,2.52,3.001,5.093,True,reduce_speed,emergency_stop,True
81.9,19.5,fog,False,96.0,2,sensor_miscount,False,1232,,CLEAR,True,21.45,track_circuit,14.29,1.476,19.472,True,proceed_with_caution,proceed_with_caution,False
90.4,3.65,clear,False,87.5,1,environmental_false_positive,True,1477,1.0609,CLEAR,True,22.0,track_circuit,2.42,1.634,3.613,True,proceed_with_caution,proceed_with_caution,False
105.8,0.84,clear,False,58.2,9,track_buckling,False,1684,1.0194,OCCUPIED,True,8.3,accelerometer,0.48,2.239,0.791,False,emergency_stop,emergency_stop,False
121.8,19.0,clear,False,85.0,10,track_buckling,False,1796,,CLEAR,True,19.5,track_circuit,9.36,2.967,18.939,True,emergency_stop,emergency_stop,False
105.5,6.26,rain,False,70.4,6,fallen_tree,False,330,,OCCUPIED,True,15.19,accelerometer,3.56,2.894,6.25,True,reduce_speed,reduce_speed,False
105.0,7.99,clear,False,50.0,9,broken_rail,False,1462,0.9362,CLEAR,True,21.21,track_circuit,4.57,2.205,7.947,True,emergency_stop,emergency_stop,False
62.9,1.8,clear,False,98.3,6,signal_cable_theft,True,325,1.0459,CLEAR,False,7.29,axle_counter,1.72,0.791,1.794,True,reduce_speed,reduce_speed,False
179.2,8.2,clear,False,95.0,3,sensor_miscount,True,1891,1.018,OCCUPIED,True,15.45,axle_counter,2.75,6.423,8.106,True,proceed_with_caution,proceed_with_caution,False
139.4,19.45,flood,True,37.9,9,unknown_obstruction,False,1275,,CLEAR,True,2.28,accelerometer,8.37,6.607,19.401,True,emergency_stop,emergency_stop,False
67.6,13.94,snow,True,88.8,7,fallen_tree,False,425,0.963,CLEAR,True,0.73,track_circuit,12.37,1.737,13.932,True,reduce_speed,reroute,True
110.7,9.58,fog,False,35.4,6,signal_cable_theft,False,621,1.0288,CLEAR,True,21.93,track_circuit,5.19,2.696,9.561,True,reduce_speed,reduce_speed,False
109.6,6.29,clear,False,95.0,3,cattle_crossing,False,1797,0.9043,CLEAR,False,7.72,vibration,3.44,2.402,6.235,True,proceed_with_caution,proceed_with_caution,False
138.1,7.45,flood,True,73.7,8,fallen_tree,False,1307,,CLEAR,True,11.41,vibration,3.24,6.484,7.4,True,reduce_speed,reduce_speed,False
139.4,12.3,heavy_rain,True,41.7,6,unknown_obstruction,False,497,0.9577,CLEAR,True,6.18,vibration,5.29,6.218,12.281,True,reduce_speed,reduce_speed,False
145.0,5.24,fog,False,87.2,10,landslide_debris,True,1650,1.0298,CLEAR,False,21.98,track_circuit,2.17,4.626,5.174,True,emergency_stop,reroute,True
153.2,3.21,clear,False,66.1,5,sensor_miscount,True,1451,0.9709,OCCUPIED,True,9.92,track_circuit,1.26,4.694,3.148,False,reroute,reroute,False
61.0,13.99,clear,False,34.2,3,sensor_miscount,False,199,0.9176,CLEAR,True,4.89,vibration,13.76,0.744,13.987,True,reduce_speed,reduce_speed,False
92.3,17.42,clear,False,85.9,7,unknown_obstruction,False,602,0.9659,CLEAR,True,15.4,axle_counter,11.32,1.704,17.405,True,reduce_speed,reduce_speed,False
47.7,18.05,snow,False,85.2,3,cattle_crossing,False,1697,1.0359,CLEAR,True,5.53,axle_counter,22.7,0.865,18.028,True,proceed_with_caution,proceed_with_caution,False
115.5,16.86,rain,False,63.7,6,fallen_tree,False,734,,OCCUPIED,True,6.89,track_circuit,8.76,3.468,16.836,True,reduce_speed,reduce_speed,False
111.6,10.71,clear,False,81.2,3,environmental_false_positive,False,123,0.9553,CLEAR,True,16.98,track_circuit,5.76,2.491,10.706,True,proceed_with_caution,proceed_with_caution,False
158.8,15.82,clear,False,32.8,1,environmental_false_positive,True,1228,1.0504,CLEAR,True,24.0,accelerometer,5.98,5.043,15.766,True,reduce_speed,reduce_speed,False
70.9,18.54,rain,False,52.3,3,cattle_crossing,False,1803,,CLEAR,True,18.99,vibration,15.69,1.307,18.504,True,reduce_speed,reduce_speed,False
142.9,0.66,clear,False,77.1,5,sensor_miscount,False,1135,1.0545,OCCUPIED,False,3.54,track_circuit,0.28,4.084,0.615,False,emergency_stop,emergency_stop,False
92.5,8.36,heavy_rain,True,46.1,5,fallen_tree,True,1953,,OCCUPIED,True,8.16,accelerometer,5.42,2.738,8.31,True,reduce_speed,reduce_speed,False
104.2,4.24,fog,False,61.5,8,broken_rail,True,272,1.0142,CLEAR,True,20.01,axle_counter,2.44,2.389,4.232,True,reroute,reroute,False
156.5,19.94,fog,False,95.2,4,environmental_false_positive,True,1352,0.9915,CLEAR,True,7.24,track_circuit,7.64,5.388,19.881,True,proceed_with_caution,proceed_with_caution,False
56.1,18.61,clear,False,87.9,4,fallen_tree,True,1317,,CLEAR,True,18.63,track_circuit,19.9,0.629,18.589,True,reduce_speed,reduce_speed,False
98.1,16.08,rain,False,69.1,4,cattle_crossing,False,1970,0.9226,CLEAR,True,12.06,vibration,9.83,2.502,16.026,True,proceed_with_caution,reroute,True
105.7,6.06,rain,False,70.4,6,equipment_failure_ahead,False,1066,1.0479,CLEAR,True,22.17,track_circuit,3.44,2.905,6.029,True,reduce_speed,reduce_speed,False
155.9,19.05,rain,False,92.1,4,environmental_false_positive,False,1653,1.0111,OCCUPIED,True,9.3,axle_counter,7.33,6.319,18.978,True,proceed_with_caution,proceed_with_caution,False
75.9,0.78,clear,False,90.4,6,unknown_obstruction,False,333,1.0048,CLEAR,True,23.4,vibration,0.62,1.152,0.773,False,emergency_stop,emergency_stop,False
191.8,3.92,clear,False,36.2,7,water_logging,False,136,0.961,CLEAR,True,10.48,track_circuit,1.23,7.357,3.913,False,emergency_stop,emergency_stop,False
199.7,12.41,clear,False,62.6,6,equipment_failure_ahead,False,1447,1.0649,CLEAR,True,18.29,accelerometer,3.73,7.976,12.33,True,reduce_speed,reduce_speed,False
171.9,15.9,rain,True,43.4,6,boulder,True,57,0.9262,CLEAR,True,5.28,track_circuit,5.55,7.683,15.897,True,reduce_speed,reduce_speed,False
91.5,17.7,clear,False,35.8,2,cattle_crossing,True,1756,0.9467,CLEAR,True,13.5,axle_counter,11.61,1.674,17.655,True,reduce_speed,reduce_speed,False
147.9,6.15,clear,False,50.5,1,cattle_crossing,False,90,0.9809,CLEAR,True,8.1,vibration,2.49,4.375,6.146,True,reduce_speed,reduce_speed,False
57.9,7.94,clear,False,72.7,1,environmental_false_positive,False,1393,,OCCUPIED,True,0.81,axle_counter,8.23,0.67,7.918,True,proceed_with_caution,proceed_with_caution,False
180.0,9.21,rain,False,85.6,6,unknown_obstruction,False,931,0.9471,CLEAR,True,11.21,axle_counter,3.07,8.424,9.163,True,reduce_speed,reduce_speed,False
125.0,0.73,clear,False,93.9,4,sensor_miscount,False,1309,,CLEAR,True,4.73,axle_counter,0.35,3.125,0.685,False,emergency_stop,proceed_with_caution,True
72.3,17.31,snow,True,59.6,4,signal_cable_theft,True,1266,0.9493,OCCUPIED,True,23.99,accelerometer,14.37,1.986,17.285,True,reduce_speed,reduce_speed,False
95.7,6.89,rain,True,59.6,5,water_logging,True,916,1.0469,CLEAR,True,20.31,vibration,4.32,2.381,6.866,True,reduce_speed,reduce_speed,False
169.1,4.15,clear,False,40.7,1,cattle_crossing,False,989,,CLEAR,True,18.62,vibration,1.47,5.719,4.104,False,emergency_stop,emergency_stop,False
179.9,8.3,rain,False,43.6,4,cattle_crossing,False,1032,0.9899,OCCUPIED,True,11.61,track_circuit,2.77,8.415,8.248,False,emergency_stop,emergency_stop,False
125.6,14.27,clear,False,37.2,7,landslide_debris,True,1371,0.9149,OCCUPIED,True,6.85,axle_counter,6.82,3.155,14.222,True,reduce_speed,reduce_speed,False
119.4,17.44,flood,True,98.3,3,cattle_crossing,False,1435,,CLEAR,True,8.45,axle_counter,8.76,4.847,17.392,True,reduce_speed,reduce_speed,False
161.4,4.46,rain,False,38.9,3,environmental_false_positive,True,927,,CLEAR,True,5.51,track_circuit,1.66,6.773,4.418,False,reroute,proceed_with_caution,True
173.1,3.62,heavy_rain,False,83.0,2,sensor_miscount,False,737,0.9683,CLEAR,True,14.02,vibration,1.25,9.588,3.585,False,emergency_stop,emergency_stop,False
163.6,18.89,clear,False,52.2,3,environmental_false_positive,False,133,,OCCUPIED,True,20.38,track_circuit,6.93,5.353,18.884,True,reduce_speed,reduce_speed,False
104.6,11.11,rain,True,67.6,3,water_logging,False,1570,1.0522,CLEAR,True,5.09,track_circuit,6.37,2.845,11.064,True,reduce_speed,reduce_speed,False
144.5,7.44,rain,False,91.1,1,cattle_crossing,False,491,0.9909,CLEAR,True,0.61,track_circuit,3.09,5.429,7.42,True,proceed_with_caution,proceed_with_caution,False
177.9,4.15,snow,True,95.5,7,landslide_debris,False,897,,CLEAR,True,3.58,track_circuit,1.4,12.026,4.106,False,emergency_stop,emergency_stop,False
68.5,19.91,rain,False,46.8,4,water_logging,False,1986,0.9587,CLEAR,True,11.79,track_circuit,17.44,1.22,19.872,True,reduce_speed,reduce_speed,False
105.2,14.44,rain,False,93.8,3,cattle_crossing,False,1581,0.9719,OCCUPIED,False,0.96,axle_counter,8.24,2.877,14.394,True,proceed_with_caution,proceed_with_caution,False
53.8,4.51,clear,False,47.6,6,fallen_tree,False,724,1.0374,CLEAR,True,10.38,axle_counter,5.03,0.579,4.499,True,reduce_speed,reduce_speed,False
108.4,2.01,clear,False,86.3,9,landslide_debris,False,976,,CLEAR,True,3.22,track_circuit,1.11,2.35,1.981,False,emergency_stop,emergency_stop,False
164.7,4.15,rain,False,31.1,4,sensor_miscount,False,683,,CLEAR,False,3.14,track_circuit,1.51,7.053,4.119,False,emergency_stop,emergency_stop,False
75.5,5.11,clear,False,67.5,6,water_logging,False,1271,1.0378,CLEAR,True,17.96,vibration,4.06,1.14,5.083,True,reduce_speed,reduce_speed,False
129.0,2.4,clear,False,80.8,3,water_logging,False,348,,CLEAR,True,24.99,track_circuit,1.12,3.328,2.388,False,emergency_stop,emergency_stop,False
50.7,4.75,heavy_rain,True,88.7,7,fallen_tree,True,1908,0.9199,CLEAR,True,5.26,axle_counter,5.62,0.823,4.723,True,reduce_speed,reduce_speed,False
184.1,2.51,snow,False,88.9,3,cattle_crossing,True,1975,,CLEAR,True,6.12,axle_counter,0.82,12.879,2.409,False,reroute,reroute,False
172.1,7.68,clear,False,50.9,6,water_logging,True,632,1.0361,CLEAR,False,7.76,axle_counter,2.68,5.924,7.65,True,reduce_speed,reduce_speed,False
126.3,9.83,rain,False,89.7,4,cattle_crossing,False,499,0.9176,CLEAR,True,19.74,accelerometer,4.67,4.147,9.812,True,proceed_with_caution,proceed_with_caution,False
154.4,9.21,clear,False,52.7,10,broken_rail,True,1102,0.9771,CLEAR,False,12.89,axle_counter,3.58,4.768,9.163,True,emergency_stop,emergency_stop,False
61.1,16.62,fog,False,46.4,9,landslide_debris,False,1311,0.9932,OCCUPIED,False,14.48,accelerometer,16.32,0.821,16.598,True,emergency_stop,reroute,True
176.0,5.23,clear,False,30.1,7,unknown_obstruction,True,1305,,CLEAR,False,13.89,accelerometer,1.78,6.195,5.166,False,reroute,reroute,False
155.9,17.76,fog,False,46.5,7,landslide_debris,True,132,0.8999,OCCUPIED,True,23.47,track_circuit,6.84,5.347,17.754,True,reroute,reroute,False
63.6,18.18,fog,False,38.3,7,water_logging,False,1437,0.9295,CLEAR,True,1.35,track_circuit,17.15,0.89,18.155,True,reduce_speed,reduce_speed,False
197.0,19.2,fog,False,77.2,8,track_buckling,False,179,0.8914,CLEAR,True,4.37,track_circuit,5.85,8.538,19.19,True,reduce_speed,reduce_speed,False
48.5,3.78,clear,False,40.1,4,cattle_crossing,True,717,,CLEAR,True,9.86,track_circuit,4.68,0.47,3.77,True,reduce_speed,reduce_speed,False
142.4,5.07,snow,False,71.0,4,fallen_tree,False,1448,1.0238,CLEAR,False,12.46,axle_counter,2.14,7.706,5.013,False,emergency_stop,emergency_stop,False
71.6,12.55,clear,False,38.9,3,environmental_false_positive,True,1780,,OCCUPIED,True,3.29,track_circuit,10.52,1.025,12.515,True,reduce_speed,reduce_speed,False
156.5,2.99,clear,False,79.3,5,water_logging,False,1289,0.918,CLEAR,True,22.38,track_circuit,1.15,4.898,2.934,False,emergency_stop,emergency_stop,False
